env_local_scale,pathway_name,n_metag_only,n_metat_only,n_shared_kos
mineral horizon [ENVO:03600011],Biosynthesis of unsaturated fatty acids [PATH:ko01040],1.1818181818181819,3.4545454545454546,14.272727272727273
mineral horizon [ENVO:03600011],Biosynthesis of vancomycin group antibiotics [PATH:ko01055],5.090909090909091,0.5454545454545454,10.545454545454545
mineral horizon [ENVO:03600011],Biosynthesis of various alkaloids [PATH:ko00996],0,0,1
mineral horizon [ENVO:03600011],Biosynthesis of various antibiotics [PATH:ko00998],3.6363636363636362,0.5454545454545454,6.181818181818182
mineral horizon [ENVO:03600011],Biosynthesis of various nucleotide sugars [PATH:ko00541],16.454545454545453,1.2727272727272727,62.09090909090909
mineral horizon [ENVO:03600011],Biosynthesis of various other secondary metabolites [PATH:ko00997],5.7272727272727275,0.45454545454545453,6.7272727272727275
mineral horizon [ENVO:03600011],Biosynthesis of various plant secondary metabolites [PATH:ko00999],0.2727272727272727,0.45454545454545453,6.363636363636363
mineral horizon [ENVO:03600011],Biotin metabolism [PATH:ko00780],1.8181818181818181,0.45454545454545453,14.636363636363637
mineral horizon [ENVO:03600011],Bisphenol degradation [PATH:ko00363],0,0,2
mineral horizon [ENVO:03600011],Bladder cancer [PATH:ko05219],0,3.090909090909091,2.5454545454545454
mineral horizon [ENVO:03600011],Brassinosteroid biosynthesis [PATH:ko00905],0,0.09090909090909091,0
mineral horizon [ENVO:03600011],Breast cancer [PATH:ko05224],1.1818181818181819,11.909090909090908,5.636363636363637
mineral horizon [ENVO:03600011],Butanoate metabolism [PATH:ko00650],7.7272727272727275,1.1818181818181819,79.27272727272727
mineral horizon [ENVO:03600011],C-type lectin receptor signaling pathway [PATH:ko04625],0.8181818181818182,6.454545454545454,6.636363636363637
mineral horizon [ENVO:03600011],C5-Branched dibasic acid metabolism [PATH:ko00660],2,0.45454545454545453,19.636363636363637
mineral horizon [ENVO:03600011],CD molecules [BR:ko04090],0.7272727272727273,10.727272727272727,4.818181818181818
mineral horizon [ENVO:03600011],Caffeine metabolism [PATH:ko00232],1.2727272727272727,0.18181818181818182,2.909090909090909
mineral horizon [ENVO:03600011],Calcium signaling pathway [PATH:ko04020],1.1818181818181819,17.272727272727273,9.454545454545455
mineral horizon [ENVO:03600011],Caprolactam degradation [PATH:ko00930],1.5454545454545454,0.7272727272727273,14
mineral horizon [ENVO:03600011],Carbapenem biosynthesis [PATH:ko00332],2.090909090909091,0.18181818181818182,2.1818181818181817
mineral horizon [ENVO:03600011],Carbohydrate digestion and absorption [PATH:ko04973],0,5.2727272727272725,3.090909090909091
mineral horizon [ENVO:03600011],Carbohydrate metabolism,5.2727272727272725,0.18181818181818182,11.636363636363637
mineral horizon [ENVO:03600011],Carbon fixation by Calvin cycle [PATH:ko00710],0.2727272727272727,2.272727272727273,28.727272727272727
mineral horizon [ENVO:03600011],Cardiac muscle contraction [PATH:ko04260],0.36363636363636365,13.636363636363637,12.181818181818182
mineral horizon [ENVO:03600011],Carotenoid biosynthesis [PATH:ko00906],13.545454545454545,0.9090909090909091,9.454545454545455
mineral horizon [ENVO:03600011],Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503],8.545454545454545,0.7272727272727273,20.454545454545453
mineral horizon [ENVO:03600011],Cell adhesion molecules [BR:ko04515],0,8.090909090909092,0.09090909090909091
mineral horizon [ENVO:03600011],Cell adhesion molecules [PATH:ko04514],0.18181818181818182,5.636363636363637,0.09090909090909091
mineral horizon [ENVO:03600011],Cell cycle - Caulobacter [PATH:ko04112],2.727272727272727,0.18181818181818182,27.454545454545453
mineral horizon [ENVO:03600011],Cell cycle - yeast [PATH:ko04111],20.545454545454547,12.090909090909092,44.54545454545455
mineral horizon [ENVO:03600011],Cell cycle [PATH:ko04110],15,15.454545454545455,33.45454545454545
mineral horizon [ENVO:03600011],Cell growth,7,6.181818181818182,17.545454545454547
mineral horizon [ENVO:03600011],Cell motility,1.8181818181818181,1.5454545454545454,4.2727272727272725
mineral horizon [ENVO:03600011],Cellular senescence [PATH:ko04218],4,15.181818181818182,14.727272727272727
mineral horizon [ENVO:03600011],Central carbon metabolism in cancer [PATH:ko05230],0.8181818181818182,5.818181818181818,12.909090909090908
mineral horizon [ENVO:03600011],Chagas disease [PATH:ko05142],0.36363636363636365,8,6.545454545454546
mineral horizon [ENVO:03600011],Chaperones and folding catalysts [BR:ko03110],14.636363636363637,31.363636363636363,105.45454545454545
mineral horizon [ENVO:03600011],Chemical carcinogenesis - DNA adducts [PATH:ko05204],1.3636363636363635,2.272727272727273,5.090909090909091
mineral horizon [ENVO:03600011],Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],4.363636363636363,34,52.81818181818182
mineral horizon [ENVO:03600011],Chemical carcinogenesis - receptor activation [PATH:ko05207],1,14.272727272727273,12.090909090909092
mineral horizon [ENVO:03600011],Chemokine signaling pathway [PATH:ko04062],0.6363636363636364,14.909090909090908,8.727272727272727
mineral horizon [ENVO:03600011],Chloroalkane and chloroalkene degradation [PATH:ko00625],1.8181818181818181,2.727272727272727,15.272727272727273
mineral horizon [ENVO:03600011],Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361],8.181818181818182,0.45454545454545453,14
mineral horizon [ENVO:03600011],Cholesterol metabolism [PATH:ko04979],1.4545454545454546,4.090909090909091,4.545454545454546
mineral horizon [ENVO:03600011],Choline metabolism in cancer [PATH:ko05231],2.4545454545454546,10.181818181818182,9.909090909090908
mineral horizon [ENVO:03600011],Cholinergic synapse [PATH:ko04725],0.7272727272727273,10.545454545454545,5.545454545454546
mineral horizon [ENVO:03600011],Chromosome and associated proteins [BR:ko03036],84.72727272727273,96.18181818181819,222.9090909090909
mineral horizon [ENVO:03600011],Chronic myeloid leukemia [PATH:ko05220],1,5.818181818181818,4.818181818181818
mineral horizon [ENVO:03600011],Cilium and associated proteins [BR:ko03037],5.181818181818182,41.18181818181818,13.909090909090908
mineral horizon [ENVO:03600011],Circadian entrainment [PATH:ko04713],0.36363636363636365,10.090909090909092,4.909090909090909
mineral horizon [ENVO:03600011],Circadian rhythm - fly [PATH:ko04711],0.18181818181818182,0.9090909090909091,0.8181818181818182
mineral horizon [ENVO:03600011],Circadian rhythm - plant [PATH:ko04712],0.18181818181818182,0.7272727272727273,1.5454545454545454
mineral horizon [ENVO:03600011],Circadian rhythm [PATH:ko04710],0.36363636363636365,2.6363636363636362,3.6363636363636362
mineral horizon [ENVO:03600011],Citrate cycle (TCA cycle) [PATH:ko00020],4.7272727272727275,3.1818181818181817,47.81818181818182
mineral horizon [ENVO:03600011],Clavulanic acid biosynthesis [PATH:ko00331],1.3636363636363635,0.09090909090909091,0.09090909090909091
mineral horizon [ENVO:03600011],Cobalamin transport and metabolism [PATH:ko04980],0.45454545454545453,1.8181818181818181,4.454545454545454
mineral horizon [ENVO:03600011],Cocaine addiction [PATH:ko05030],0.6363636363636364,3.3636363636363638,4.181818181818182
mineral horizon [ENVO:03600011],Cofactor metabolism,1.6363636363636365,0.6363636363636364,10.454545454545455
mineral horizon [ENVO:03600011],Collecting duct acid secretion [PATH:ko04966],0.36363636363636365,4,6.090909090909091
mineral horizon [ENVO:03600011],Colorectal cancer [PATH:ko05210],1.7272727272727273,9.454545454545455,8.636363636363637
mineral horizon [ENVO:03600011],Complement and coagulation cascades [PATH:ko04610],0.18181818181818182,0.45454545454545453,0.09090909090909091
mineral horizon [ENVO:03600011],Coronavirus disease - COVID-19 [PATH:ko05171],0.8181818181818182,34.54545454545455,52.36363636363637
mineral horizon [ENVO:03600011],Cortisol synthesis and secretion [PATH:ko04927],0.2727272727272727,5.636363636363637,0.9090909090909091
mineral horizon [ENVO:03600011],Cushing syndrome [PATH:ko04934],1,16,6.363636363636363
mineral horizon [ENVO:03600011],"Cutin, suberine and wax biosynthesis [PATH:ko00073]",0.09090909090909091,0.9090909090909091,2.090909090909091
mineral horizon [ENVO:03600011],Cyanoamino acid metabolism [PATH:ko00460],2.6363636363636362,0.6363636363636364,10.272727272727273
mineral horizon [ENVO:03600011],Cysteine and methionine metabolism [PATH:ko00270],10.545454545454545,4.7272727272727275,75.9090909090909
mineral horizon [ENVO:03600011],Cytochrome P450 [BR:ko00199],12.454545454545455,7,20.90909090909091
mineral horizon [ENVO:03600011],Cytokine-cytokine receptor interaction [PATH:ko04060],0,1.5454545454545454,0
mineral horizon [ENVO:03600011],Cytokines and neuropeptides [BR:ko04052],0.18181818181818182,1.2727272727272727,2.3636363636363638
mineral horizon [ENVO:03600011],Cytoskeleton in muscle cells [PATH:ko04820],1.9090909090909092,21.90909090909091,9.818181818181818
mineral horizon [ENVO:03600011],Cytoskeleton proteins [BR:ko04812],15.363636363636363,67.27272727272727,54.90909090909091
mineral horizon [ENVO:03600011],Cytosolic DNA-sensing pathway [PATH:ko04623],3.4545454545454546,6.090909090909091,7.909090909090909
mineral horizon [ENVO:03600011],D-Amino acid metabolism [PATH:ko00470],5.363636363636363,0.18181818181818182,33.54545454545455
mineral horizon [ENVO:03600011],DNA repair and recombination proteins [BR:ko03400],55.09090909090909,38.45454545454545,181.45454545454547
mineral horizon [ENVO:03600011],DNA replication [PATH:ko03030],11.818181818181818,2,35.63636363636363
mineral horizon [ENVO:03600011],DNA replication proteins [BR:ko03032],28.818181818181817,14.909090909090908,74.45454545454545
mineral horizon [ENVO:03600011],Degradation of flavonoids [PATH:ko00946],0.18181818181818182,0,3
mineral horizon [ENVO:03600011],Diabetic cardiomyopathy [PATH:ko05415],3.8181818181818183,34.54545454545455,54.54545454545455
mineral horizon [ENVO:03600011],Dilated cardiomyopathy [PATH:ko05414],0,11.090909090909092,2
mineral horizon [ENVO:03600011],Dioxin degradation [PATH:ko00621],5.2727272727272725,0.2727272727272727,9.909090909090908
mineral horizon [ENVO:03600011],Diterpenoid biosynthesis [PATH:ko00904],0.36363636363636365,0.2727272727272727,0.09090909090909091
mineral horizon [ENVO:03600011],Domain-containing proteins not elsewhere classified [BR:ko04990],7.090909090909091,38.81818181818182,14.818181818181818
mineral horizon [ENVO:03600011],Dopaminergic synapse [PATH:ko04728],1.6363636363636365,11.090909090909092,13.636363636363637
mineral horizon [ENVO:03600011],Dorso-ventral axis formation [PATH:ko04320],0.45454545454545453,5.090909090909091,3.727272727272727
mineral horizon [ENVO:03600011],Drug metabolism - cytochrome P450 [PATH:ko00982],0.5454545454545454,1.6363636363636365,7.818181818181818
mineral horizon [ENVO:03600011],Drug metabolism - other enzymes [PATH:ko00983],2.4545454545454546,2.272727272727273,20.727272727272727
mineral horizon [ENVO:03600011],ECM-receptor interaction [PATH:ko04512],1,5.454545454545454,2.4545454545454546
mineral horizon [ENVO:03600011],EGFR tyrosine kinase inhibitor resistance [PATH:ko01521],0.18181818181818182,7.818181818181818,7
mineral horizon [ENVO:03600011],Efferocytosis [PATH:ko04148],2.8181818181818183,14.181818181818182,18
mineral horizon [ENVO:03600011],Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961],0.36363636363636365,7.454545454545454,5.909090909090909
mineral horizon [ENVO:03600011],Endocrine resistance [PATH:ko01522],0.5454545454545454,8.909090909090908,5.454545454545454
mineral horizon [ENVO:03600011],Endocytosis [PATH:ko04144],8.454545454545455,29.09090909090909,41.18181818181818
mineral horizon [ENVO:03600011],Endometrial cancer [PATH:ko05213],0.9090909090909091,7.545454545454546,4.909090909090909
mineral horizon [ENVO:03600011],Energy metabolism,17.09090909090909,1.9090909090909092,25.90909090909091
mineral horizon [ENVO:03600011],Enzymes with EC numbers,167.72727272727272,35.45454545454545,463.3636363636364
mineral horizon [ENVO:03600011],Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120],1.4545454545454546,10,12.727272727272727
mineral horizon [ENVO:03600011],Epstein-Barr virus infection [PATH:ko05169],2.4545454545454546,13.090909090909092,20.545454545454547
mineral horizon [ENVO:03600011],ErbB signaling pathway [PATH:ko04012],0.5454545454545454,9.363636363636363,5.7272727272727275
mineral horizon [ENVO:03600011],Estrogen signaling pathway [PATH:ko04915],0.36363636363636365,10.181818181818182,9
mineral horizon [ENVO:03600011],Ether lipid metabolism [PATH:ko00565],4.7272727272727275,3.6363636363636362,9.909090909090908
mineral horizon [ENVO:03600011],Ethylbenzene degradation [PATH:ko00642],2.090909090909091,0.2727272727272727,5.2727272727272725
mineral horizon [ENVO:03600011],Exopolysaccharide biosynthesis [PATH:ko00543],13,0.2727272727272727,23.727272727272727
mineral horizon [ENVO:03600011],Exosome [BR:ko04147],11.454545454545455,80.27272727272727,156.72727272727272
mineral horizon [ENVO:03600011],Fanconi anemia pathway [PATH:ko03460],7.818181818181818,3.4545454545454546,9.909090909090908
mineral horizon [ENVO:03600011],Fat digestion and absorption [PATH:ko04975],0.5454545454545454,5,2.909090909090909
mineral horizon [ENVO:03600011],Fatty acid biosynthesis [PATH:ko00061],0.8181818181818182,1.1818181818181819,29.90909090909091
mineral horizon [ENVO:03600011],Fatty acid degradation [PATH:ko00071],2.272727272727273,4.818181818181818,31.454545454545453
mineral horizon [ENVO:03600011],Fatty acid elongation [PATH:ko00062],0.7272727272727273,4.545454545454546,6.818181818181818
mineral horizon [ENVO:03600011],Fc epsilon RI signaling pathway [PATH:ko04664],1.1818181818181819,7,3.909090909090909
mineral horizon [ENVO:03600011],Fc gamma R-mediated phagocytosis [PATH:ko04666],1.8181818181818181,13.454545454545455,12.363636363636363
mineral horizon [ENVO:03600011],Ferroptosis [PATH:ko04216],1.4545454545454546,4.090909090909091,6.363636363636363
mineral horizon [ENVO:03600011],Flagellar assembly [PATH:ko02040],3.5454545454545454,0.09090909090909091,42.54545454545455
mineral horizon [ENVO:03600011],Flavone and flavonol biosynthesis [PATH:ko00944],0,0.09090909090909091,1
mineral horizon [ENVO:03600011],Flavonoid biosynthesis [PATH:ko00941],1,0.5454545454545454,1.2727272727272727
mineral horizon [ENVO:03600011],Fluid shear stress and atherosclerosis [PATH:ko05418],0.45454545454545453,14.363636363636363,10.545454545454545
mineral horizon [ENVO:03600011],Fluorobenzoate degradation [PATH:ko00364],0.09090909090909091,0,9.909090909090908
mineral horizon [ENVO:03600011],Focal adhesion [PATH:ko04510],2.090909090909091,25,10.727272727272727
mineral horizon [ENVO:03600011],Folate biosynthesis [PATH:ko00790],11,3.727272727272727,43
mineral horizon [ENVO:03600011],Folate transport and metabolism [PATH:ko04981],0.2727272727272727,1.7272727272727273,9.909090909090908
mineral horizon [ENVO:03600011],FoxO signaling pathway [PATH:ko04068],1.5454545454545454,14.818181818181818,11.818181818181818
mineral horizon [ENVO:03600011],Fructose and mannose metabolism [PATH:ko00051],13.545454545454545,4,67.9090909090909
mineral horizon [ENVO:03600011],Function unknown,50.81818181818182,2.909090909090909,223.8181818181818
mineral horizon [ENVO:03600011],Furfural degradation [PATH:ko00365],1.3636363636363635,0,6.363636363636363
mineral horizon [ENVO:03600011],G protein-coupled receptors [BR:ko04030],2.3636363636363638,7.818181818181818,1.1818181818181819
mineral horizon [ENVO:03600011],GABAergic synapse [PATH:ko04727],1.6363636363636365,6.7272727272727275,8.727272727272727
mineral horizon [ENVO:03600011],GTP-binding proteins [BR:ko04031],1.7272727272727273,22.363636363636363,16.454545454545453
mineral horizon [ENVO:03600011],Galactose metabolism [PATH:ko00052],8.454545454545455,4.454545454545454,31.454545454545453
mineral horizon [ENVO:03600011],Gap junction [PATH:ko04540],0.5454545454545454,9.272727272727273,6.636363636363637
mineral horizon [ENVO:03600011],Gastric acid secretion [PATH:ko04971],0.2727272727272727,7.090909090909091,3.8181818181818183
mineral horizon [ENVO:03600011],Gastric cancer [PATH:ko05226],1.4545454545454546,11.272727272727273,6.818181818181818
mineral horizon [ENVO:03600011],General function prediction only,16.545454545454547,0.7272727272727273,60.18181818181818
mineral horizon [ENVO:03600011],Glioma [PATH:ko05214],0.6363636363636364,6.7272727272727275,6.090909090909091
mineral horizon [ENVO:03600011],Global maps only,0,0,0
mineral horizon [ENVO:03600011],Glucagon signaling pathway [PATH:ko04922],0.8181818181818182,10.181818181818182,17.181818181818183
mineral horizon [ENVO:03600011],Glucosinolate biosynthesis [PATH:ko00966],0,0,2
mineral horizon [ENVO:03600011],Glutamatergic synapse [PATH:ko04724],0.5454545454545454,9.909090909090908,7.7272727272727275
mineral horizon [ENVO:03600011],Glutathione metabolism [PATH:ko00480],2.272727272727273,7.181818181818182,29.90909090909091
mineral horizon [ENVO:03600011],Glycan metabolism,3.909090909090909,0.18181818181818182,10.909090909090908
mineral horizon [ENVO:03600011],Glycerolipid metabolism [PATH:ko00561],6.7272727272727275,7.909090909090909,38.45454545454545
mineral horizon [ENVO:03600011],Glycerophospholipid metabolism [PATH:ko00564],15.909090909090908,13.636363636363637,53.72727272727273
mineral horizon [ENVO:03600011],"Glycine, serine and threonine metabolism [PATH:ko00260]",10.181818181818182,0.8181818181818182,78.63636363636364
mineral horizon [ENVO:03600011],Glycolysis / Gluconeogenesis [PATH:ko00010],7.818181818181818,1.5454545454545454,71.72727272727273
mineral horizon [ENVO:03600011],Glycosaminoglycan binding proteins [BR:ko00536],1.3636363636363635,9.272727272727273,10.090909090909092
mineral horizon [ENVO:03600011],Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate [PATH:ko00532],1.2727272727272727,0.9090909090909091,0.18181818181818182
mineral horizon [ENVO:03600011],Glycosaminoglycan biosynthesis - heparan sulfate / heparin [PATH:ko00534],0.18181818181818182,1.4545454545454546,0.8181818181818182
mineral horizon [ENVO:03600011],Glycosaminoglycan biosynthesis - keratan sulfate [PATH:ko00533],0.18181818181818182,0.45454545454545453,0.18181818181818182
mineral horizon [ENVO:03600011],Glycosaminoglycan degradation [PATH:ko00531],0.6363636363636364,0.8181818181818182,10.454545454545455
mineral horizon [ENVO:03600011],Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604],0.18181818181818182,0.9090909090909091,1.6363636363636365
mineral horizon [ENVO:03600011],Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603],0.8181818181818182,0.6363636363636364,3
mineral horizon [ENVO:03600011],Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601],1.0909090909090908,0.45454545454545453,0.09090909090909091
mineral horizon [ENVO:03600011],Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ko00563],6.363636363636363,5.090909090909091,8.272727272727273
mineral horizon [ENVO:03600011],Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537],0.5454545454545454,4.636363636363637,7.090909090909091
mineral horizon [ENVO:03600011],Glycosyltransferases [BR:ko01003],35.18181818181818,15.909090909090908,92.81818181818181
mineral horizon [ENVO:03600011],Glyoxylate and dicarboxylate metabolism [PATH:ko00630],7.090909090909091,1.9090909090909092,79.45454545454545
mineral horizon [ENVO:03600011],GnRH secretion [PATH:ko04929],0.09090909090909091,7.7272727272727275,1.6363636363636365
mineral horizon [ENVO:03600011],GnRH signaling pathway [PATH:ko04912],1,10.181818181818182,6.636363636363637
mineral horizon [ENVO:03600011],"Growth hormone synthesis, secretion and action [PATH:ko04935]",0.5454545454545454,11.181818181818182,6.454545454545454
mineral horizon [ENVO:03600011],HIF-1 signaling pathway [PATH:ko04066],0.9090909090909091,11.272727272727273,15.181818181818182
mineral horizon [ENVO:03600011],Hedgehog signaling pathway - fly [PATH:ko04341],1,5.818181818181818,6.2727272727272725
mineral horizon [ENVO:03600011],Hedgehog signaling pathway [PATH:ko04340],1,7,5.181818181818182
mineral horizon [ENVO:03600011],Hematopoietic cell lineage [PATH:ko04640],0,0.5454545454545454,0
mineral horizon [ENVO:03600011],Hepatitis B [PATH:ko05161],0.45454545454545453,11.090909090909092,6.636363636363637
mineral horizon [ENVO:03600011],Hepatitis C [PATH:ko05160],1,9.181818181818182,11.272727272727273
